Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
8792	WinStore.App.e	2	SeCreateTokenPrivilege		Create a token object
8792	WinStore.App.e	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
8792	WinStore.App.e	4	SeLockMemoryPrivilege		Lock pages in memory
8792	WinStore.App.e	5	SeIncreaseQuotaPrivilege		Increase quotas
8792	WinStore.App.e	6	SeMachineAccountPrivilege		Add workstations to the domain
8792	WinStore.App.e	7	SeTcbPrivilege		Act as part of the operating system
8792	WinStore.App.e	8	SeSecurityPrivilege		Manage auditing and security log
8792	WinStore.App.e	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
8792	WinStore.App.e	10	SeLoadDriverPrivilege		Load and unload device drivers
8792	WinStore.App.e	11	SeSystemProfilePrivilege		Profile system performance
8792	WinStore.App.e	12	SeSystemtimePrivilege		Change the system time
8792	WinStore.App.e	13	SeProfileSingleProcessPrivilege		Profile a single process
8792	WinStore.App.e	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
8792	WinStore.App.e	15	SeCreatePagefilePrivilege		Create a pagefile
8792	WinStore.App.e	16	SeCreatePermanentPrivilege		Create permanent shared objects
8792	WinStore.App.e	17	SeBackupPrivilege		Backup files and directories
8792	WinStore.App.e	18	SeRestorePrivilege		Restore files and directories
8792	WinStore.App.e	19	SeShutdownPrivilege		Shut down the system
8792	WinStore.App.e	20	SeDebugPrivilege		Debug programs
8792	WinStore.App.e	21	SeAuditPrivilege		Generate security audits
8792	WinStore.App.e	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
8792	WinStore.App.e	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
8792	WinStore.App.e	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
8792	WinStore.App.e	25	SeUndockPrivilege		Remove computer from docking station
8792	WinStore.App.e	26	SeSyncAgentPrivilege		Synch directory service data
8792	WinStore.App.e	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
8792	WinStore.App.e	28	SeManageVolumePrivilege		Manage the files on a volume
8792	WinStore.App.e	29	SeImpersonatePrivilege		Impersonate a client after authentication
8792	WinStore.App.e	30	SeCreateGlobalPrivilege		Create global objects
8792	WinStore.App.e	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
8792	WinStore.App.e	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
8792	WinStore.App.e	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
8792	WinStore.App.e	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
8792	WinStore.App.e	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
8792	WinStore.App.e	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6580	RuntimeBroker.	2	SeCreateTokenPrivilege		Create a token object
6580	RuntimeBroker.	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6580	RuntimeBroker.	4	SeLockMemoryPrivilege		Lock pages in memory
6580	RuntimeBroker.	5	SeIncreaseQuotaPrivilege		Increase quotas
6580	RuntimeBroker.	6	SeMachineAccountPrivilege		Add workstations to the domain
6580	RuntimeBroker.	7	SeTcbPrivilege		Act as part of the operating system
6580	RuntimeBroker.	8	SeSecurityPrivilege		Manage auditing and security log
6580	RuntimeBroker.	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6580	RuntimeBroker.	10	SeLoadDriverPrivilege		Load and unload device drivers
6580	RuntimeBroker.	11	SeSystemProfilePrivilege		Profile system performance
6580	RuntimeBroker.	12	SeSystemtimePrivilege		Change the system time
6580	RuntimeBroker.	13	SeProfileSingleProcessPrivilege		Profile a single process
6580	RuntimeBroker.	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6580	RuntimeBroker.	15	SeCreatePagefilePrivilege		Create a pagefile
6580	RuntimeBroker.	16	SeCreatePermanentPrivilege		Create permanent shared objects
6580	RuntimeBroker.	17	SeBackupPrivilege		Backup files and directories
6580	RuntimeBroker.	18	SeRestorePrivilege		Restore files and directories
6580	RuntimeBroker.	19	SeShutdownPrivilege	Present	Shut down the system
6580	RuntimeBroker.	20	SeDebugPrivilege		Debug programs
6580	RuntimeBroker.	21	SeAuditPrivilege		Generate security audits
6580	RuntimeBroker.	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6580	RuntimeBroker.	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6580	RuntimeBroker.	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6580	RuntimeBroker.	25	SeUndockPrivilege	Present	Remove computer from docking station
6580	RuntimeBroker.	26	SeSyncAgentPrivilege		Synch directory service data
6580	RuntimeBroker.	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6580	RuntimeBroker.	28	SeManageVolumePrivilege		Manage the files on a volume
6580	RuntimeBroker.	29	SeImpersonatePrivilege		Impersonate a client after authentication
6580	RuntimeBroker.	30	SeCreateGlobalPrivilege	Default	Create global objects
6580	RuntimeBroker.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6580	RuntimeBroker.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6580	RuntimeBroker.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6580	RuntimeBroker.	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6580	RuntimeBroker.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6580	RuntimeBroker.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3984	SystemSettings	2	SeCreateTokenPrivilege		Create a token object
3984	SystemSettings	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3984	SystemSettings	4	SeLockMemoryPrivilege		Lock pages in memory
3984	SystemSettings	5	SeIncreaseQuotaPrivilege		Increase quotas
3984	SystemSettings	6	SeMachineAccountPrivilege		Add workstations to the domain
3984	SystemSettings	7	SeTcbPrivilege		Act as part of the operating system
3984	SystemSettings	8	SeSecurityPrivilege		Manage auditing and security log
3984	SystemSettings	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3984	SystemSettings	10	SeLoadDriverPrivilege		Load and unload device drivers
3984	SystemSettings	11	SeSystemProfilePrivilege		Profile system performance
3984	SystemSettings	12	SeSystemtimePrivilege		Change the system time
3984	SystemSettings	13	SeProfileSingleProcessPrivilege		Profile a single process
3984	SystemSettings	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3984	SystemSettings	15	SeCreatePagefilePrivilege		Create a pagefile
3984	SystemSettings	16	SeCreatePermanentPrivilege		Create permanent shared objects
3984	SystemSettings	17	SeBackupPrivilege		Backup files and directories
3984	SystemSettings	18	SeRestorePrivilege		Restore files and directories
3984	SystemSettings	19	SeShutdownPrivilege	Present	Shut down the system
3984	SystemSettings	20	SeDebugPrivilege		Debug programs
3984	SystemSettings	21	SeAuditPrivilege		Generate security audits
3984	SystemSettings	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3984	SystemSettings	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3984	SystemSettings	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3984	SystemSettings	25	SeUndockPrivilege	Present	Remove computer from docking station
3984	SystemSettings	26	SeSyncAgentPrivilege		Synch directory service data
3984	SystemSettings	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3984	SystemSettings	28	SeManageVolumePrivilege		Manage the files on a volume
3984	SystemSettings	29	SeImpersonatePrivilege		Impersonate a client after authentication
3984	SystemSettings	30	SeCreateGlobalPrivilege	Default	Create global objects
3984	SystemSettings	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3984	SystemSettings	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3984	SystemSettings	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
3984	SystemSettings	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
3984	SystemSettings	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3984	SystemSettings	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
7660	UserOOBEBroker	2	SeCreateTokenPrivilege		Create a token object
7660	UserOOBEBroker	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
7660	UserOOBEBroker	4	SeLockMemoryPrivilege		Lock pages in memory
7660	UserOOBEBroker	5	SeIncreaseQuotaPrivilege		Increase quotas
7660	UserOOBEBroker	6	SeMachineAccountPrivilege		Add workstations to the domain
7660	UserOOBEBroker	7	SeTcbPrivilege		Act as part of the operating system
7660	UserOOBEBroker	8	SeSecurityPrivilege		Manage auditing and security log
7660	UserOOBEBroker	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7660	UserOOBEBroker	10	SeLoadDriverPrivilege		Load and unload device drivers
7660	UserOOBEBroker	11	SeSystemProfilePrivilege		Profile system performance
7660	UserOOBEBroker	12	SeSystemtimePrivilege		Change the system time
7660	UserOOBEBroker	13	SeProfileSingleProcessPrivilege		Profile a single process
7660	UserOOBEBroker	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
7660	UserOOBEBroker	15	SeCreatePagefilePrivilege		Create a pagefile
7660	UserOOBEBroker	16	SeCreatePermanentPrivilege		Create permanent shared objects
7660	UserOOBEBroker	17	SeBackupPrivilege		Backup files and directories
7660	UserOOBEBroker	18	SeRestorePrivilege		Restore files and directories
7660	UserOOBEBroker	19	SeShutdownPrivilege	Present	Shut down the system
7660	UserOOBEBroker	20	SeDebugPrivilege		Debug programs
7660	UserOOBEBroker	21	SeAuditPrivilege		Generate security audits
7660	UserOOBEBroker	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7660	UserOOBEBroker	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7660	UserOOBEBroker	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7660	UserOOBEBroker	25	SeUndockPrivilege	Present	Remove computer from docking station
7660	UserOOBEBroker	26	SeSyncAgentPrivilege		Synch directory service data
7660	UserOOBEBroker	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7660	UserOOBEBroker	28	SeManageVolumePrivilege		Manage the files on a volume
7660	UserOOBEBroker	29	SeImpersonatePrivilege		Impersonate a client after authentication
7660	UserOOBEBroker	30	SeCreateGlobalPrivilege	Default	Create global objects
7660	UserOOBEBroker	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7660	UserOOBEBroker	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7660	UserOOBEBroker	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
7660	UserOOBEBroker	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
7660	UserOOBEBroker	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
7660	UserOOBEBroker	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3416	smartscreen.ex	2	SeCreateTokenPrivilege		Create a token object
3416	smartscreen.ex	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3416	smartscreen.ex	4	SeLockMemoryPrivilege		Lock pages in memory
3416	smartscreen.ex	5	SeIncreaseQuotaPrivilege		Increase quotas
3416	smartscreen.ex	6	SeMachineAccountPrivilege		Add workstations to the domain
3416	smartscreen.ex	7	SeTcbPrivilege		Act as part of the operating system
3416	smartscreen.ex	8	SeSecurityPrivilege		Manage auditing and security log
3416	smartscreen.ex	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3416	smartscreen.ex	10	SeLoadDriverPrivilege		Load and unload device drivers
3416	smartscreen.ex	11	SeSystemProfilePrivilege		Profile system performance
3416	smartscreen.ex	12	SeSystemtimePrivilege		Change the system time
3416	smartscreen.ex	13	SeProfileSingleProcessPrivilege		Profile a single process
3416	smartscreen.ex	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3416	smartscreen.ex	15	SeCreatePagefilePrivilege		Create a pagefile
3416	smartscreen.ex	16	SeCreatePermanentPrivilege		Create permanent shared objects
3416	smartscreen.ex	17	SeBackupPrivilege		Backup files and directories
3416	smartscreen.ex	18	SeRestorePrivilege		Restore files and directories
3416	smartscreen.ex	19	SeShutdownPrivilege	Present	Shut down the system
3416	smartscreen.ex	20	SeDebugPrivilege		Debug programs
3416	smartscreen.ex	21	SeAuditPrivilege		Generate security audits
3416	smartscreen.ex	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3416	smartscreen.ex	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3416	smartscreen.ex	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3416	smartscreen.ex	25	SeUndockPrivilege	Present	Remove computer from docking station
3416	smartscreen.ex	26	SeSyncAgentPrivilege		Synch directory service data
3416	smartscreen.ex	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3416	smartscreen.ex	28	SeManageVolumePrivilege		Manage the files on a volume
3416	smartscreen.ex	29	SeImpersonatePrivilege		Impersonate a client after authentication
3416	smartscreen.ex	30	SeCreateGlobalPrivilege	Default	Create global objects
3416	smartscreen.ex	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3416	smartscreen.ex	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3416	smartscreen.ex	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
3416	smartscreen.ex	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
3416	smartscreen.ex	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3416	smartscreen.ex	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
7528	SearchProtocol	2	SeCreateTokenPrivilege		Create a token object
7528	SearchProtocol	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
7528	SearchProtocol	4	SeLockMemoryPrivilege	Default	Lock pages in memory
7528	SearchProtocol	5	SeIncreaseQuotaPrivilege		Increase quotas
7528	SearchProtocol	6	SeMachineAccountPrivilege		Add workstations to the domain
7528	SearchProtocol	7	SeTcbPrivilege	Default	Act as part of the operating system
7528	SearchProtocol	8	SeSecurityPrivilege		Manage auditing and security log
7528	SearchProtocol	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7528	SearchProtocol	10	SeLoadDriverPrivilege		Load and unload device drivers
7528	SearchProtocol	11	SeSystemProfilePrivilege	Default	Profile system performance
7528	SearchProtocol	12	SeSystemtimePrivilege		Change the system time
7528	SearchProtocol	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
7528	SearchProtocol	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
7528	SearchProtocol	15	SeCreatePagefilePrivilege	Default	Create a pagefile
7528	SearchProtocol	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
7528	SearchProtocol	17	SeBackupPrivilege		Backup files and directories
7528	SearchProtocol	18	SeRestorePrivilege		Restore files and directories
7528	SearchProtocol	19	SeShutdownPrivilege		Shut down the system
7528	SearchProtocol	20	SeDebugPrivilege	Default	Debug programs
7528	SearchProtocol	21	SeAuditPrivilege	Default	Generate security audits
7528	SearchProtocol	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7528	SearchProtocol	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7528	SearchProtocol	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7528	SearchProtocol	25	SeUndockPrivilege		Remove computer from docking station
7528	SearchProtocol	26	SeSyncAgentPrivilege		Synch directory service data
7528	SearchProtocol	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7528	SearchProtocol	28	SeManageVolumePrivilege		Manage the files on a volume
7528	SearchProtocol	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
7528	SearchProtocol	30	SeCreateGlobalPrivilege	Default	Create global objects
7528	SearchProtocol	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7528	SearchProtocol	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7528	SearchProtocol	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
7528	SearchProtocol	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
7528	SearchProtocol	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
7528	SearchProtocol	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
7160	SearchFilterHo	2	SeCreateTokenPrivilege		Create a token object
7160	SearchFilterHo	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
7160	SearchFilterHo	4	SeLockMemoryPrivilege		Lock pages in memory
7160	SearchFilterHo	5	SeIncreaseQuotaPrivilege		Increase quotas
7160	SearchFilterHo	6	SeMachineAccountPrivilege		Add workstations to the domain
7160	SearchFilterHo	7	SeTcbPrivilege		Act as part of the operating system
7160	SearchFilterHo	8	SeSecurityPrivilege		Manage auditing and security log
7160	SearchFilterHo	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7160	SearchFilterHo	10	SeLoadDriverPrivilege		Load and unload device drivers
7160	SearchFilterHo	11	SeSystemProfilePrivilege		Profile system performance
7160	SearchFilterHo	12	SeSystemtimePrivilege		Change the system time
7160	SearchFilterHo	13	SeProfileSingleProcessPrivilege		Profile a single process
7160	SearchFilterHo	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
7160	SearchFilterHo	15	SeCreatePagefilePrivilege		Create a pagefile
7160	SearchFilterHo	16	SeCreatePermanentPrivilege		Create permanent shared objects
7160	SearchFilterHo	17	SeBackupPrivilege		Backup files and directories
7160	SearchFilterHo	18	SeRestorePrivilege		Restore files and directories
7160	SearchFilterHo	19	SeShutdownPrivilege		Shut down the system
7160	SearchFilterHo	20	SeDebugPrivilege		Debug programs
7160	SearchFilterHo	21	SeAuditPrivilege		Generate security audits
7160	SearchFilterHo	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7160	SearchFilterHo	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7160	SearchFilterHo	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7160	SearchFilterHo	25	SeUndockPrivilege		Remove computer from docking station
7160	SearchFilterHo	26	SeSyncAgentPrivilege		Synch directory service data
7160	SearchFilterHo	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7160	SearchFilterHo	28	SeManageVolumePrivilege		Manage the files on a volume
7160	SearchFilterHo	29	SeImpersonatePrivilege		Impersonate a client after authentication
7160	SearchFilterHo	30	SeCreateGlobalPrivilege		Create global objects
7160	SearchFilterHo	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7160	SearchFilterHo	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7160	SearchFilterHo	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
7160	SearchFilterHo	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
7160	SearchFilterHo	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
7160	SearchFilterHo	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
2236	CHXSmartScreen	2	SeCreateTokenPrivilege		Create a token object
2236	CHXSmartScreen	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2236	CHXSmartScreen	4	SeLockMemoryPrivilege		Lock pages in memory
2236	CHXSmartScreen	5	SeIncreaseQuotaPrivilege		Increase quotas
2236	CHXSmartScreen	6	SeMachineAccountPrivilege		Add workstations to the domain
2236	CHXSmartScreen	7	SeTcbPrivilege		Act as part of the operating system
2236	CHXSmartScreen	8	SeSecurityPrivilege		Manage auditing and security log
2236	CHXSmartScreen	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2236	CHXSmartScreen	10	SeLoadDriverPrivilege		Load and unload device drivers
2236	CHXSmartScreen	11	SeSystemProfilePrivilege		Profile system performance
2236	CHXSmartScreen	12	SeSystemtimePrivilege		Change the system time
2236	CHXSmartScreen	13	SeProfileSingleProcessPrivilege		Profile a single process
2236	CHXSmartScreen	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
2236	CHXSmartScreen	15	SeCreatePagefilePrivilege		Create a pagefile
2236	CHXSmartScreen	16	SeCreatePermanentPrivilege		Create permanent shared objects
2236	CHXSmartScreen	17	SeBackupPrivilege		Backup files and directories
2236	CHXSmartScreen	18	SeRestorePrivilege		Restore files and directories
2236	CHXSmartScreen	19	SeShutdownPrivilege		Shut down the system
2236	CHXSmartScreen	20	SeDebugPrivilege		Debug programs
2236	CHXSmartScreen	21	SeAuditPrivilege		Generate security audits
2236	CHXSmartScreen	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2236	CHXSmartScreen	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2236	CHXSmartScreen	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2236	CHXSmartScreen	25	SeUndockPrivilege		Remove computer from docking station
2236	CHXSmartScreen	26	SeSyncAgentPrivilege		Synch directory service data
2236	CHXSmartScreen	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2236	CHXSmartScreen	28	SeManageVolumePrivilege		Manage the files on a volume
2236	CHXSmartScreen	29	SeImpersonatePrivilege		Impersonate a client after authentication
2236	CHXSmartScreen	30	SeCreateGlobalPrivilege		Create global objects
2236	CHXSmartScreen	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2236	CHXSmartScreen	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2236	CHXSmartScreen	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
2236	CHXSmartScreen	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
2236	CHXSmartScreen	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
2236	CHXSmartScreen	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
9108	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
9108	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
9108	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
9108	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
9108	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
9108	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
9108	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
9108	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
9108	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
9108	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
9108	powershell.exe	12	SeSystemtimePrivilege		Change the system time
9108	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
9108	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
9108	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
9108	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
9108	powershell.exe	17	SeBackupPrivilege		Backup files and directories
9108	powershell.exe	18	SeRestorePrivilege		Restore files and directories
9108	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
9108	powershell.exe	20	SeDebugPrivilege		Debug programs
9108	powershell.exe	21	SeAuditPrivilege		Generate security audits
9108	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
9108	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
9108	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
9108	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
9108	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
9108	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
9108	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
9108	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
9108	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
9108	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
9108	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
9108	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
9108	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
9108	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
9108	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1756	conhost.exe	2	SeCreateTokenPrivilege		Create a token object
1756	conhost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1756	conhost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1756	conhost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1756	conhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1756	conhost.exe	7	SeTcbPrivilege		Act as part of the operating system
1756	conhost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1756	conhost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1756	conhost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1756	conhost.exe	11	SeSystemProfilePrivilege		Profile system performance
1756	conhost.exe	12	SeSystemtimePrivilege		Change the system time
1756	conhost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1756	conhost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1756	conhost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1756	conhost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1756	conhost.exe	17	SeBackupPrivilege		Backup files and directories
1756	conhost.exe	18	SeRestorePrivilege		Restore files and directories
1756	conhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
1756	conhost.exe	20	SeDebugPrivilege		Debug programs
1756	conhost.exe	21	SeAuditPrivilege		Generate security audits
1756	conhost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1756	conhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1756	conhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1756	conhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
1756	conhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1756	conhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1756	conhost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1756	conhost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
1756	conhost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1756	conhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1756	conhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1756	conhost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
1756	conhost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
1756	conhost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1756	conhost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4076	msedge.exe	2	SeCreateTokenPrivilege		Create a token object
4076	msedge.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4076	msedge.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4076	msedge.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4076	msedge.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4076	msedge.exe	7	SeTcbPrivilege		Act as part of the operating system
4076	msedge.exe	8	SeSecurityPrivilege		Manage auditing and security log
